,english,polish
224,"""He advised changing the question from whether a machine ""thinks"", to ""whether or not it is possible for machinery to show intelligent behaviour"".","""Doradził zmianę pytania z tego, czy maszyna ""myśli"", na ""czy możliwe jest, aby maszyny wykazywały inteligentne zachowanie""."
225,"He devised the Turing test, which measures the ability of a machine to simulate human conversation.","Opracował test Turinga, który mierzy zdolność maszyny do symulowania ludzkiej rozmowy."
226,"Since we can only observe the behavior of the machine, it does not matter if it is ""actually"" thinking or literally has a ""mind"".","Ponieważ możemy jedynie obserwować zachowanie maszyny, nie ma znaczenia, czy ""faktycznie"" myśli lub dosłownie ma ""umysł""."
227,"Turing notes that we can not determine these things about other people but ""it is usual to have a polite convention that everyone thinks""Russell and Norvig agree with Turing that AI must be defined in terms of ""acting"" and not ""thinking"".","Russell i Norvig zgadzają się z Turingiem, że sztuczną inteligencję należy definiować w kategoriach ""działania"", a nie ""myślenia""."
228,"However, they are critical that the test compares machines to people.","Są jednak krytyczni, że test porównuje maszyny z ludźmi."
229,"""Aeronautical engineering texts,"" they wrote, ""do not define the goal of their field as making 'machines that fly so exactly like pigeons that they can fool other pigeons.'""","""Teksty inżynierii lotniczej"", napisali, ""nie definiują celu swojej dziedziny jako tworzenia"" maszyn, które latają tak dokładnie jak gołębie, że mogą oszukać inne gołębie ""."
230,"AI founder John McCarthy agreed, writing that ""Artificial intelligence is not, by definition, simulation of human intelligence"".","Założyciel AI John McCarthy zgodził się z tym, pisząc, że ""sztuczna inteligencja nie jest z definicji symulacją ludzkiej inteligencji""."
231,"McCarthy defines intelligence as ""the computational part of the ability to achieve goals in the world.""","McCarthy definiuje inteligencję jako ""obliczeniową część zdolności do osiągania celów w świecie""."
232,"Another AI founder, Marvin Minsky similarly defines it as ""the ability to solve hard problems"".","Inny twórca sztucznej inteligencji, Marvin Minsky, podobnie definiuje ją jako ""zdolność do rozwiązywania trudnych problemów""."
233,"These definitions view intelligence in terms of well-defined problems with well-defined solutions, where both the difficulty of the problem and the performance of the program are direct measures of the ""intelligence"" of the machine—and no other philosophical discussion is required, or may not even be possible.","Definicje te postrzegają inteligencję w kategoriach dobrze zdefiniowanych problemów z dobrze zdefiniowanymi rozwiązaniami, gdzie zarówno trudność problemu, jak i wydajność programu są bezpośrednimi miarami ""inteligencji"" maszyny - i żadna inna dyskusja filozoficzna nie jest wymagana, a może nawet nie być możliwa."
234,A definition that has also been adopted by Google – major practitionary in the field of AI.,Definicja ta została również przyjęta przez Google - głównego praktyka w dziedzinie sztucznej inteligencji.
235,"This definition stipulated the ability of systems to synthesize information as the manifestation of intelligence, similar to the way it is defined in biological intelligence.","Definicja ta określała zdolność systemów do syntezy informacji jako przejaw inteligencji, podobnie jak w przypadku inteligencji biologicznej."
236,No established unifying theory or paradigm has guided AI research for most of its history.,Przez większość historii badań nad sztuczną inteligencją nie istniała żadna jednolita teoria ani paradygmat.
237,"The unprecedented success of statistical machine learning in the 2010s eclipsed all other approaches (so much so that some sources, especially in the business world, use the term ""artificial intelligence"" to mean ""machine learning with neural networks"").","Bezprecedensowy sukces statystycznego uczenia maszynowego w 2010 roku przyćmił wszystkie inne podejścia (do tego stopnia, że niektóre źródła, zwłaszcza w świecie biznesu, używają terminu ""sztuczna inteligencja"" w znaczeniu ""uczenie maszynowe z sieciami neuronowymi"")."
238,"This approach is mostly sub-symbolic, neat, soft and narrow (see below).","Podejście to jest w większości subsymboliczne, schludne, miękkie i wąskie (patrz poniżej)."
239,Critics argue that these questions may have to be revisited by future generations of AI researchers.,"Krytycy twierdzą, że przyszłe pokolenia badaczy sztucznej inteligencji będą musiały ponownie przeanalizować te kwestie."
240,"Symbolic AI (or ""GOFAI"") simulated the high-level conscious reasoning that people use when they solve puzzles, express legal reasoning and do mathematics.","Symboliczna sztuczna inteligencja (lub ""GOFAI"") symulowała świadome rozumowanie na wysokim poziomie, którego ludzie używają podczas rozwiązywania zagadek, rozumowania prawnego i matematyki."
241,"They were highly successful at ""intelligent"" tasks such as algebra or IQ tests.","Odnosili oni sukcesy w ""inteligentnych"" zadaniach, takich jak algebra czy testy IQ."
242,"In the 1960s, Newell and Simon proposed the physical symbol systems hypothesis: ""A physical symbol system has the necessary and sufficient means of general intelligent action.","W latach sześćdziesiątych Newell i Simon zaproponowali hipotezę fizycznego systemu symboli: ""Fizyczny system symboli ma niezbędne i wystarczające środki do ogólnego inteligentnego działania."
243,"""However, the symbolic approach failed on many tasks that humans solve easily, such as learning, recognizing an object or commonsense reasoning.","""Jednak podejście symboliczne zawiodło w wielu zadaniach, które ludzie rozwiązują z łatwością, takich jak uczenie się, rozpoznawanie obiektów lub zdroworozsądkowe rozumowanie."
244,"Moravec's paradox is the discovery that high-level ""intelligent"" tasks were easy for AI, but low level ""instinctive"" tasks were extremely difficult.","Paradoks Moraveca polega na odkryciu, że wysokopoziomowe ""inteligentne"" zadania były łatwe dla AI, ale niskopoziomowe ""instynktowne"" zadania były niezwykle trudne."
245,"Philosopher Hubert Dreyfus had argued since the 1960s that human expertise depends on unconscious instinct rather than conscious symbol manipulation, and on having a ""feel"" for the situation, rather than explicit symbolic knowledge.","Filozof Hubert Dreyfus argumentował od lat 60. XX wieku, że ludzka wiedza specjalistyczna zależy raczej od nieświadomego instynktu niż świadomej manipulacji symbolami oraz od ""wyczucia"" sytuacji, a nie od jawnej wiedzy symbolicznej."
246,"Although his arguments had been ridiculed and ignored when they were first presented, eventually, AI research came to agree.","Chociaż jego argumenty zostały wyśmiane i zignorowane, gdy zostały po raz pierwszy przedstawione, ostatecznie badania nad sztuczną inteligencją doszły do porozumienia."
247,"The issue is not resolved: sub-symbolic reasoning can make many of the same inscrutable mistakes that human intuition does, such as algorithmic bias.","Kwestia ta nie została rozwiązana: rozumowanie podsymboliczne może popełniać wiele takich samych nieodgadnionych błędów, jak ludzka intuicja, takich jak stronniczość algorytmów."
248,"Critics such as Noam Chomsky argue continuing research into symbolic AI will still be necessary to attain general intelligence, in part because sub-symbolic AI is a move away from explainable AI: it can be difficult or impossible to understand why a modern statistical AI program made a particular decision.","Krytycy tacy jak Noam Chomsky twierdzą, że kontynuowanie badań nad symboliczną sztuczną inteligencją będzie nadal konieczne do osiągnięcia ogólnej inteligencji, częściowo dlatego, że sub-symboliczna sztuczna inteligencja jest odejściem od wyjaśnialnej sztucznej inteligencji: zrozumienie, dlaczego nowoczesny statystyczny program sztucznej inteligencji podjął określoną decyzję, może być trudne lub niemożliwe."
249,The emerging field of neuro-symbolic artificial intelligence attempts to bridge the two approaches.,Powstająca dziedzina neuro-symbolicznej sztucznej inteligencji próbuje połączyć te dwa podejścia.
250,"""Neats"" hope that intelligent behavior is described using simple, elegant principles (such as logic, optimization, or neural networks).","""Neats"" mają nadzieję, że inteligentne zachowanie zostanie opisane za pomocą prostych, eleganckich zasad (takich jak logika, optymalizacja lub sieci neuronowe)."
251,"""Scruffies"" expect that it necessarily requires solving a large number of unrelated problems (especially in areas like common sense reasoning).","""Scruffies"" oczekują, że koniecznie wymaga to rozwiązania dużej liczby niepowiązanych ze sobą problemów (szczególnie w obszarach takich jak zdroworozsądkowe rozumowanie)."
252,"This issue was actively discussed in the 70s and 80s,but in the 1990s mathematical methods and solid scientific standards became the norm, a transition that Russell and Norvig termed ""the victory of the neats"".","Kwestia ta była aktywnie dyskutowana w latach 70. i 80., ale w latach 90. metody matematyczne i solidne standardy naukowe stały się normą, przejście, które Russell i Norvig nazwali ""zwycięstwem neatów""."
253,Finding a provably correct or optimal solution is intractable for many important problems.,Znalezienie poprawnego lub optymalnego rozwiązania jest trudne w przypadku wielu ważnych problemów.
254,"Soft computing is a set of techniques, including genetic algorithms, fuzzy logic and neural networks, that are tolerant of imprecision, uncertainty, partial truth and approximation.","Soft computing to zestaw technik, w tym algorytmy genetyczne, logika rozmyta i sieci neuronowe, które są tolerancyjne na niedokładność, niepewność, częściową prawdę i przybliżenie."
255,Soft computing was introduced in the late 80s and most successful AI programs in the 21st century are examples of soft computing with neural networks.,"Soft computing został wprowadzony pod koniec lat 80., a większość udanych programów AI w XXI wieku to przykłady soft computing z sieciami neuronowymi."
256,AI researchers are divided as to whether to pursue the goals of artificial general intelligence and superintelligence (general AI) directly or to solve as many specific problems as possible (narrow AI) in hopes these solutions will lead indirectly to the field's long-term goals.,"Naukowcy zajmujący się sztuczną inteligencją są podzieleni co do tego, czy dążyć bezpośrednio do osiągnięcia celów sztucznej inteligencji ogólnej i superinteligencji (ogólna sztuczna inteligencja), czy też do rozwiązania jak największej liczby konkretnych problemów (wąska sztuczna inteligencja) w nadziei, że rozwiązania te doprowadzą pośrednio do długoterminowych celów tej dziedziny."
257,"General intelligence is difficult to define and difficult to measure, and modern AI has had more verifiable successes by focusing on specific problems with specific solutions.","Ogólna inteligencja jest trudna do zdefiniowania i trudna do zmierzenia, a nowoczesna sztuczna inteligencja odniosła bardziej weryfikowalne sukcesy, koncentrując się na konkretnych problemach z konkretnymi rozwiązaniami."
258,The experimental sub-field of artificial general intelligence studies this area exclusively.,Eksperymentalna poddziedzina sztucznej inteligencji ogólnej bada wyłącznie ten obszar.
259,"The philosophy of mind does not know whether a machine can have a mind, consciousness and mental states, in the same sense that human beings do.","Filozofia umysłu nie wie, czy maszyna może mieć umysł, świadomość i stany mentalne w tym samym sensie, co ludzie."
260,"This issue considers the internal experiences of the machine, rather than its external behavior.","Ta kwestia dotyczy raczej wewnętrznych doświadczeń maszyny, a nie jej zewnętrznego zachowania."
261,Mainstream AI research considers this issue irrelevant because it does not affect the goals of the field.,"Główny nurt badań nad sztuczną inteligencją uważa tę kwestię za nieistotną, ponieważ nie wpływa ona na cele tej dziedziny."
262,"Stuart Russell and Peter Norvig observe that most AI researchers ""don't care about the [philosophy of AI] – as long as the program works, they don't care whether you call it a simulation of intelligence or real intelligence.""","Stuart Russell i Peter Norvig zauważają, że większość badaczy AI ""nie dba o [filozofię AI] - tak długo, jak program działa, nie obchodzi ich, czy nazywasz go symulacją inteligencji, czy prawdziwą inteligencją""."
263,"However, the question has become central to the philosophy of mind.",Pytanie to stało się jednak kluczowe dla filozofii umysłu.
264,It is also typically the central question at issue in artificial intelligence in fiction.,Jest to również zazwyczaj główne pytanie dotyczące sztucznej inteligencji w fikcji.
265,"David Chalmers identified two problems in understanding the mind, which he named the ""hard"" and ""easy"" problems of consciousness.","David Chalmers zidentyfikował dwa problemy w zrozumieniu umysłu, które nazwał ""trudnymi"" i ""łatwymi"" problemami świadomości."
266,"The easy problem is understanding how the brain processes signals, makes plans and controls behavior.","Łatwym problemem jest zrozumienie, w jaki sposób mózg przetwarza sygnały, tworzy plany i kontroluje zachowanie."
267,The hard problem is explaining how this feels or why it should feel like anything at all.,"Najtrudniejszym problemem jest wyjaśnienie, jakie to uczucie i dlaczego w ogóle powinno się je odczuwać."
268,"Human information processing is easy to explain, however, human subjective experience is difficult to explain.","Ludzkie przetwarzanie informacji jest łatwe do wyjaśnienia, jednak ludzkie subiektywne doświadczenie jest trudne do wyjaśnienia."
269,"For example, it is easy to imagine a color-blind person who has learned to identify which objects in their field of view are red, but it is not clear what would be required for the person to know what red looks like.","Na przykład, łatwo jest wyobrazić sobie osobę niewidomą na kolory, która nauczyła się identyfikować, które obiekty w jej polu widzenia są czerwone, ale nie jest jasne, co byłoby wymagane, aby osoba ta wiedziała, jak wygląda kolor czerwony."
270,Computationalism is the position in the philosophy of mind that the human mind is an information processing system and that thinking is a form of computing.,"Komputacjonizm to stanowisko w filozofii umysłu, zgodnie z którym ludzki umysł jest systemem przetwarzania informacji, a myślenie jest formą informatyki."
271,Computationalism argues that the relationship between mind and body is similar or identical to the relationship between software and hardware and thus may be a solution to the mind-body problem.,"Komputacjonizm twierdzi, że relacja między umysłem a ciałem jest podobna lub identyczna z relacją między oprogramowaniem a sprzętem, a zatem może być rozwiązaniem problemu umysł-ciało."
272,This philosophical position was inspired by the work of AI researchers and cognitive scientists in the 1960s and was originally proposed by philosophers Jerry Fodor and Hilary Putnam.,To filozoficzne stanowisko zostało zainspirowane pracą badaczy sztucznej inteligencji i kognitywistów w latach 60. i zostało pierwotnie zaproponowane przez filozofów Jerry'ego Fodora i Hilary'ego Putnama.
273,"Philosopher John Searle characterized this position as ""strong AI"": ""The appropriately programmed computer with the right inputs and outputs would thereby have a mind in exactly the same sense human beings have minds.","Filozof John Searle scharakteryzował to stanowisko jako ""silną sztuczną inteligencję"": ""Odpowiednio zaprogramowany komputer z właściwymi wejściami i wyjściami miałby w ten sposób umysł w dokładnie takim samym sensie, w jakim istoty ludzkie mają umysły."
274,"""Searle counters this assertion with his Chinese room argument, which attempts to show that, even if a machine perfectly simulates human behavior, there is still no reason to suppose it also has a mind.","""Searle odpiera to twierdzenie swoim argumentem z chińskiego pokoju, który próbuje wykazać, że nawet jeśli maszyna doskonale symuluje ludzkie zachowanie, nadal nie ma powodu, aby przypuszczać, że ma również umysł."
275,"If a machine has a mind and subjective experience, then it may also have sentience (the ability to feel), and if so, then it could also suffer, and thus it would be entitled to certain rights.","Jeśli maszyna ma umysł i subiektywne doświadczenie, to może mieć również zdolność odczuwania, a jeśli tak, to może również cierpieć, a zatem miałaby prawo do pewnych praw."
276,Any hypothetical robot rights would lie on a spectrum with animal rights and human rights.,Wszelkie hipotetyczne prawa robotów leżałyby na spektrum z prawami zwierząt i prawami człowieka.
277,"This issue has been considered in fiction for centuries,and is now being considered by, for example, California's Institute for the Future; however, critics argue that the discussion is premature.","Kwestia ta była rozważana w literaturze pięknej od wieków, a obecnie jest rozważana na przykład przez kalifornijski Institute for the Future; jednak krytycy twierdzą, że dyskusja jest przedwczesna."
278,"A superintelligence, hyperintelligence, or superhuman intelligence, is a hypothetical agent that would possess intelligence far surpassing that of the brightest and most gifted human mind.","Superinteligencja, hiperinteligencja lub nadludzka inteligencja to hipotetyczny agent, który posiadałby inteligencję znacznie przewyższającą inteligencję najbystrzejszego i najbardziej utalentowanego ludzkiego umysłu."
279,Superintelligence may also refer to the form or degree of intelligence possessed by such an agent.,Superinteligencja może również odnosić się do formy lub stopnia inteligencji posiadanej przez takiego agenta.
280,"If research into artificial general intelligence produced sufficiently intelligent software, it might be able to reprogram and improve itself.","Gdyby badania nad sztuczną inteligencją ogólną doprowadziły do stworzenia wystarczająco inteligentnego oprogramowania, mogłoby ono być w stanie przeprogramować się i udoskonalić."
281,"The improved software would be even better at improving itself, leading to recursive self-improvement.","Ulepszone oprogramowanie byłoby jeszcze lepsze w ulepszaniu samego siebie, prowadząc do rekurencyjnego samodoskonalenia."
282,Its intelligence would increase exponentially in an intelligence explosion and could dramatically surpass humans.,Jego inteligencja wzrosłaby wykładniczo w eksplozji inteligencji i mogłaby znacznie przewyższyć ludzi.
283,"Science fiction writer Vernor Vinge named this scenario the ""singularity"".","Pisarz science fiction Vernor Vinge nazwał ten scenariusz ""osobliwością""."
284,"Because it is difficult or impossible to know the limits of intelligence or the capabilities of superintelligent machines, the technological singularity is an occurrence beyond which events are unpredictable or even unfathomable.","Ponieważ poznanie granic inteligencji lub możliwości superinteligentnych maszyn jest trudne lub niemożliwe, technologiczna osobliwość jest zdarzeniem, poza którym wydarzenia są nieprzewidywalne, a nawet niezgłębione."
285,"Robot designer Hans Moravec, cyberneticist Kevin Warwick, and inventor Ray Kurzweil have predicted that humans and machines will merge in the future into cyborgs that are more capable and powerful than either.","Projektant robotów Hans Moravec, cybernetyk Kevin Warwick i wynalazca Ray Kurzweil przewidują, że w przyszłości ludzie i maszyny połączą się w cyborgi, które będą bardziej wydajne i potężniejsze niż którekolwiek z nich."
286,"This idea, called transhumanism, has roots in Aldous Huxley and Robert Ettinger.","Idea ta, zwana transhumanizmem, ma swoje korzenie w Aldousie Huxleyu i Robercie Ettingerze."
287,"Edward Fredkin argues that ""artificial intelligence is the next stage in evolution"", an idea first proposed by Samuel Butler's ""Darwin among the Machines"" as far back as 1863, and expanded upon by George Dyson in his book of the same name in 1998.","Edward Fredkin twierdzi, że ""sztuczna inteligencja jest kolejnym etapem ewolucji"", co zostało po raz pierwszy zaproponowane w ""Darwin among the Machines"" Samuela Butlera już w 1863 roku i rozwinięte przez George'a Dysona w jego książce o tym samym tytule z 1998 roku."
288,"In the past, technology has tended to increase rather than reduce total employment, but economists acknowledge that ""we're in uncharted territory"" with AI.","W przeszłości technologia raczej zwiększała niż zmniejszała całkowite zatrudnienie, ale ekonomiści przyznają, że w przypadku sztucznej inteligencji ""jesteśmy na nieznanym terytorium""."
289,"A survey of economists showed disagreement about whether the increasing use of robots and AI will cause a substantial increase in long-term unemployment, but they generally agree that it could be a net benefit if productivity gains are redistributed.","Ankieta przeprowadzona wśród ekonomistów wykazała brak zgody co do tego, czy rosnące wykorzystanie robotów i sztucznej inteligencji spowoduje znaczny wzrost długoterminowego bezrobocia, ale generalnie zgadzają się oni, że może to być korzyść netto, jeśli wzrost produktywności zostanie redystrybuowany."
290,"Subjective estimates of the risk vary widely; for example, Michael Osborne and Carl Benedikt Frey estimate 47% of U. S. jobs are at ""high risk"" of potential automation, while an OECD report classifies only 9% of U. S. jobs as ""high risk"".","Subiektywne szacunki ryzyka różnią się znacznie; na przykład Michael Osborne i Carl Benedikt Frey szacują, że 47% miejsc pracy w Stanach Zjednoczonych jest narażonych na ""wysokie ryzyko"" potencjalnej automatyzacji, podczas gdy raport OECD klasyfikuje tylko 9% miejsc pracy w USA jako ""wysokie ryzyko""."
291,"Unlike previous waves of automation, many middle-class jobs may be eliminated by artificial intelligence; The Economist states that ""the worry that AI could do to white-collar jobs what steam power did to blue-collar ones during the Industrial Revolution"" is ""worth taking seriously"".","W przeciwieństwie do poprzednich fal automatyzacji, sztuczna inteligencja może wyeliminować wiele miejsc pracy w klasie średniej; The Economist stwierdza, że ""warto poważnie potraktować obawy, że sztuczna inteligencja może zrobić z pracą umysłową to, co energia parowa zrobiła z pracą fizyczną podczas rewolucji przemysłowej""."
292,"Jobs at extreme risk range from paralegals to fast food cooks, while job demand is likely to increase for care-related professions ranging from personal healthcare to the clergy.","Najbardziej zagrożone są zawody od paralegalistów po kucharzy fast foodów, podczas gdy popyt na pracę prawdopodobnie wzrośnie w zawodach związanych z opieką, od osobistej opieki zdrowotnej po duchowieństwo."
293,"AI provides a number of tools that are particularly useful for authoritarian governments: smart spyware, face recognition and voice recognition allow widespread surveillance; such surveillance allows machine learning to classify potential enemies of the state and can prevent them from hiding; recommendation systems can precisely target propaganda and misinformation for maximum effect; deepfakes aid in producing misinformation; advanced AI can make centralized decision making more competitive with liberal and decentralized systems such as markets.","Sztuczna inteligencja zapewnia szereg narzędzi, które są szczególnie przydatne dla autorytarnych rządów: inteligentne oprogramowanie szpiegowskie, rozpoznawanie twarzy i rozpoznawanie głosu umożliwiają powszechną inwigilację; taka inwigilacja pozwala uczeniu maszynowemu klasyfikować potencjalnych wrogów państwa i może uniemożliwić im ukrywanie się; systemy rekomendacji mogą precyzyjnie kierować propagandę i dezinformację w celu uzyskania maksymalnego efektu; deepfakes pomagają w tworzeniu dezinformacji; zaawansowana sztuczna inteligencja może sprawić, że scentralizowane podejmowanie decyzji będzie bardziej konkurencyjne w stosunku do liberalnych i zdecentralizowanych systemów, takich jak rynki."
294,"Terrorists, criminals and rogue states may use other forms of weaponized AI such as advanced digital warfare and lethal autonomous weapons.","Terroryści, przestępcy i nieuczciwe państwa mogą wykorzystywać inne formy uzbrojonej sztucznej inteligencji, takie jak zaawansowana wojna cyfrowa i śmiercionośna broń autonomiczna."
295,"By 2015, over fifty countries were reported to be researching battlefield robots.",Do 2015 roku ponad pięćdziesiąt krajów prowadziło badania nad robotami bojowymi.
296,Machine-learning AI is also able to design tens of thousands of toxic molecules in a matter of hours.,Sztuczna inteligencja ucząca się maszynowo jest również w stanie zaprojektować dziesiątki tysięcy toksycznych cząsteczek w ciągu kilku godzin.
297,AI programs can become biased after learning from real-world data.,Programy sztucznej inteligencji mogą stać się stronnicze po nauczeniu się z rzeczywistych danych.
298,"It is not typically introduced by the system designers but is learned by the program, and thus the programmers are often unaware that the bias exists.","Zazwyczaj nie jest on wprowadzany przez projektantów systemu, ale uczy się go program, przez co programiści często nie zdają sobie sprawy z jego istnienia."
299,Bias can be inadvertently introduced by the way training data is selected.,Stronniczość może zostać nieumyślnie wprowadzona przez sposób wyboru danych treningowych.
300,It can also emerge from correlations: AI is used to classify individuals into groups and then make predictions assuming that the individual will resemble other members of the group.,"Może również wynikać z korelacji: Sztuczna inteligencja jest wykorzystywana do klasyfikowania osób do grup, a następnie dokonywania prognoz przy założeniu, że dana osoba będzie podobna do innych członków grupy."
301,"In some cases, this assumption may be unfair.",W niektórych przypadkach założenie to może być niesprawiedliwe.
302,"An example of this is COMPAS, a commercial program widely used by U. S. courts to assess the likelihood of a defendant becoming a recidivist.","Przykładem tego jest COMPAS, komercyjny program szeroko stosowany przez amerykańskie sądy do oceny prawdopodobieństwa, że oskarżony stanie się recydywistą."
303,"ProPublica claims that the COMPAS-assigned recidivism risk level of black defendants is far more likely to be overestimated than that of white defendants, despite the fact that the program was not told the races of the defendants.","ProPublica twierdzi, że poziom ryzyka recydywy przypisany przez COMPAS czarnoskórym oskarżonym jest znacznie bardziej zawyżony niż w przypadku białych oskarżonych, pomimo faktu, że program nie został poinformowany o rasie oskarżonych."
304,Health equity issues may also be exacerbated when many-to-many mapping are done without taking steps to ensure equity for populations at risk for bias.,"Kwestie równości w zdrowiu mogą być również zaostrzone, gdy mapowanie wielu do wielu jest wykonywane bez podejmowania kroków w celu zapewnienia równości dla populacji zagrożonych stronniczością."
305,At this time equity-focused tools and regulations are not in place to ensure equity application representation and usage.,"Obecnie nie istnieją narzędzia i regulacje ukierunkowane na równość szans, które zapewniałyby równą reprezentację i wykorzystanie aplikacji."
306,Other examples where algorithmic bias can lead to unfair outcomes are when AI is used for credit rating or hiring.,"Inne przykłady, w których stronniczość algorytmów może prowadzić do niesprawiedliwych wyników, to wykorzystanie sztucznej inteligencji do oceny zdolności kredytowej lub zatrudniania."
307,"At its 2022 Conference on Fairness, Accountability, and Transparency (ACM FAccT 2022) the Association for Computing Machinery, in Seoul, South Korea, presented and published findings recommending that until AI and robotics systems are demonstrated to be free of bias mistakes, they are unsafe and the use of self-learning neural networks trained on vast, unregulated sources of flawed internet data should be curtailed.","Na konferencji 2022 Conference on Fairness, Accountability, and Transparency (ACM FAccT 2022) Association for Computing Machinery w Seulu w Korei Południowej przedstawiło i opublikowało wnioski zalecające, że dopóki nie zostanie wykazane, że systemy sztucznej inteligencji i robotyki są wolne od błędów stronniczości, są one niebezpieczne, a korzystanie z samouczących się sieci neuronowych przeszkolonych na ogromnych, nieuregulowanych źródłach wadliwych danych internetowych powinno zostać ograniczone."
308,Superintelligent AI may be able to improve itself to the point that humans could not control it.,"Superinteligentna sztuczna inteligencja może być w stanie udoskonalić się do tego stopnia, że ludzie nie będą w stanie jej kontrolować."
309,"This could, as physicist Stephen Hawking puts it, ""spell the end of the human race"".","Może to, jak ujął to fizyk Stephen Hawking, ""oznaczać koniec rasy ludzkiej""."
310,"Philosopher Nick Bostrom argues that sufficiently intelligent AI, if it chooses actions based on achieving some goal, will exhibit convergent behavior such as acquiring resources or protecting itself from being shut down.","Filozof Nick Bostrom twierdzi, że wystarczająco inteligentna sztuczna inteligencja, jeśli wybierze działania oparte na osiągnięciu jakiegoś celu, będzie wykazywać zbieżne zachowania, takie jak pozyskiwanie zasobów lub ochrona przed wyłączeniem."
311,"If this AI's goals do not fully reflect humanity's, it might need to harm humanity to acquire more resources or prevent itself from being shut down, ultimately to better achieve its goal.","Jeśli cele tej sztucznej inteligencji nie odzwierciedlają w pełni celów ludzkości, może ona potrzebować zaszkodzić ludzkości, aby zdobyć więcej zasobów lub zapobiec wyłączeniu, aby ostatecznie lepiej osiągnąć swój cel."
312,"He concludes that AI poses a risk to mankind, however humble or ""friendly"" its stated goals might be.","Dochodzi do wniosku, że sztuczna inteligencja stanowi zagrożenie dla ludzkości, niezależnie od tego, jak skromne lub ""przyjazne"" mogą być jej deklarowane cele."
313,"Political scientist Charles T. Rubin argues that ""any sufficiently advanced benevolence may be indistinguishable from malevolence.""","Politolog Charles T. Rubin argumentuje, że ""każda wystarczająco zaawansowana życzliwość może być nieodróżnialna od złej woli""."
314,Humans should not assume machines or robots would treat us favorably because there is no a priori reason to believe that they would share our system of morality.,"Ludzie nie powinni zakładać, że maszyny lub roboty będą traktować nas przychylnie, ponieważ nie ma żadnego apriorycznego powodu, by wierzyć, że podzielałyby nasz system moralności."
315,"The opinion of experts and industry insiders is mixed, with sizable fractions both concerned and unconcerned by risk from eventual superhumanly-capable AI.","Opinie ekspertów i znawców branży są mieszane, z dużymi frakcjami zarówno zaniepokojonymi, jak i niezaniepokojonymi ryzykiem związanym z ewentualną sztuczną inteligencją o nadludzkich zdolnościach."
316,"Stephen Hawking, Microsoft founder Bill Gates, history professor Yuval Noah Harari, and SpaceX founder Elon Musk have all expressed serious misgivings about the future of AI.","Stephen Hawking, założyciel Microsoftu Bill Gates, profesor historii Yuval Noah Harari i założyciel SpaceX Elon Musk wyrazili poważne obawy co do przyszłości sztucznej inteligencji."
317,"Prominent tech titans including Peter Thiel (Amazon Web Services) and Musk have committed more than $1 billion to nonprofit companies that champion responsible AI development, such as OpenAI and the Future of Life Institute.","Wybitni tytani technologiczni, w tym Peter Thiel (Amazon Web Services) i Musk, przeznaczyli ponad 1 miliard dolarów na firmy non-profit, które wspierają odpowiedzialny rozwój sztucznej inteligencji, takie jak OpenAI i Future of Life Institute."
318,"Mark Zuckerberg (CEO, Facebook) has said that artificial intelligence is helpful in its current form and will continue to assist humans.","Mark Zuckerberg (CEO, Facebook) powiedział, że sztuczna inteligencja jest pomocna w swojej obecnej formie i będzie nadal pomagać ludziom."
319,"Other experts argue is that the risks are far enough in the future to not be worth researching,or that humans will be valuable from the perspective of a superintelligent machine.","Inni eksperci twierdzą, że ryzyko jest na tyle odległe w przyszłości, że nie warto go badać, lub że ludzie będą cenni z perspektywy superinteligentnej maszyny."
320,"Rodney Brooks, in particular, has said that ""malevolent"" AI is still centuries away.","W szczególności Rodney Brooks powiedział, że ""złowroga"" sztuczna inteligencja jest wciąż odległa o wieki."
321,AI's decisions making abilities raises the questions of legal responsibility and copyright status of created works.,Zdolność sztucznej inteligencji do podejmowania decyzji rodzi pytania o odpowiedzialność prawną i status praw autorskich stworzonych dzieł.
322,This issues are being refined in various jurisdictions.,Kwestie te są dopracowywane w różnych jurysdykcjach.
323,"However, criticism has been raised about whether and to what extent the works created with the assistance of AI are under the protection of copyright laws.","Pojawiły się jednak głosy krytyczne dotyczące tego, czy i w jakim stopniu dzieła stworzone przy pomocy sztucznej inteligencji podlegają ochronie praw autorskich."
324,Friendly AI are machines that have been designed from the beginning to minimize risks and to make choices that benefit humans.,"Przyjazna sztuczna inteligencja to maszyny, które od początku były projektowane tak, aby minimalizować ryzyko i dokonywać wyborów korzystnych dla ludzi."
325,"Eliezer Yudkowsky, who coined the term, argues that developing friendly AI should be a higher research priority: it may require a large investment and it must be completed before AI becomes an existential risk.","Eliezer Yudkowsky, który ukuł ten termin, argumentuje, że rozwój przyjaznej sztucznej inteligencji powinien być wyższym priorytetem badawczym: może wymagać dużych inwestycji i musi zostać ukończony, zanim sztuczna inteligencja stanie się egzystencjalnym zagrożeniem."
326,Machines with intelligence have the potential to use their intelligence to make ethical decisions.,Maszyny obdarzone inteligencją mogą wykorzystywać ją do podejmowania etycznych decyzji.
327,The field of machine ethics provides machines with ethical principles and procedures for resolving ethical dilemmas.,Dziedzina etyki maszyn zapewnia maszynom zasady etyczne i procedury rozwiązywania dylematów etycznych.
